VV,VH,dark_spot_mask,dark_spot_magnitude,SAR_change_dB,new_spill_mask,chronic_spill_mask,NDVI,NDWI,NDMI,NDVI_change,lat,lon,risk_label,iso_anomaly,iso_score,iso_score_norm,xgb_prob_low,xgb_prob_medium,xgb_prob_high,xgb_pred,combined_risk_score,risk_tier
-7.302827544426554,-14.091603266025182,0,-0.2388687375762639,0.1724744474002406,0,0,0.7493455410003662,-0.652550220489502,0.2133454531431198,0.0862516164779663,5.142855001584261,7.029317098235255,0,0,-0.4075622014652681,0.1180484975305468,0.9985637,0.0009587248,0.00047761764,0,0.047475325757231124,LOW
-7.746776657789222,-14.380589612331534,0,-0.044839911638979,0.2624403686817134,0,0,0.6896942257881165,-0.607758641242981,0.1430030763149261,0.092399001121521,5.142855001584261,7.074232862441232,0,0,-0.3805535003646134,0.05653038450997794,0.9987816,0.00077273796,0.0004456171,0,0.022844181865864455,LOW
-7.30177289807303,-14.86723637677658,0,-0.3678629041484193,-0.2653176765819083,0,0,0.5124037265777588,-0.5415019989013672,0.0412164740264415,0.0794463455677032,5.142855001584261,7.119148626647208,0,0,-0.3678660402815901,0.027631971349618145,0.99689037,0.0019106917,0.0011990078,0,0.011847465196216378,LOW
-8.395054683400822,-14.867911278789467,0,0.1482442746375099,0.3902522477730024,0,0,0.5270373225212097,-0.570426344871521,0.1043770983815193,-0.0039881467819213,5.142855001584261,7.164064390853183,0,0,-0.3772137923034495,0.04892348267502056,0.9990792,0.0006318706,0.00028885115,0,0.01968434488389277,LOW
-7.075616883258783,-13.99662003214551,0,-0.2265388558623485,0.0134236197266659,0,0,0.6126044392585754,-0.5109795331954956,0.1949198842048645,0.0912590026855468,5.187770765790236,6.535243691969519,0,0,-0.37252576060975523,0.03824548440691056,0.9986784,0.000847811,0.00047379616,0,0.015551266557058208,LOW
-7.145109623250253,-14.020632621030488,0,-0.1699213177782892,-0.3731459574687097,0,0,0.6706792116165161,-0.5794286727905273,0.1753005385398864,0.1731250584125518,5.187770765790236,6.580159456175495,0,0,-0.4006618856158499,0.10233154732549454,0.9955309,0.0031126481,0.0013564749,0,0.041844895550708784,LOW
-8.17708430674399,-15.244393649412997,0,0.2431923789049063,-0.2818360064927647,0,0,0.4465535879135132,-0.4268701672554016,-0.0052600461058318,-0.0362977981567382,5.187770765790236,6.625075220381471,0,0,-0.38468702418931083,0.06594537210502327,0.99631125,0.0027518126,0.0009369015,0,0.02697707889728487,LOW
-4.349902322782554,-11.924560079910652,0,-1.2599381454709362,-0.1504404337138636,0,0,0.5476356744766235,-0.5543495416641235,0.0543494150042533,0.1506053209304809,5.187770765790236,6.669990984587447,0,0,-0.48151659420298404,0.28649549814162256,0.99817,0.001202394,0.0006275906,0,0.11496612909547964,LOW
-6.638502338254707,-13.645931419911602,0,-0.316320195070896,-0.0887897207016266,0,0,0.69914311170578,-0.6373088359832764,0.1379383355379104,0.129291296005249,5.187770765790236,6.714906748793423,0,0,-0.407525954443145,0.11796593715878667,0.99863726,0.0008930894,0.00046965815,0,0.04743635732577927,LOW
-7.602623246941604,-14.78123927229809,0,0.0394216497928806,-0.2861955569026086,0,0,0.6985383629798889,-0.6430044174194336,0.166945606470108,0.092576265335083,5.187770765790236,6.759822512999399,0,0,-0.3893234827382755,0.07650590146803948,0.997396,0.001671201,0.00093278574,0,0.031198216812333836,LOW
-8.007437702665094,-14.955649791412874,0,0.0981654947720174,-0.2162340774631266,0,0,0.6887500286102295,-0.6656467318534851,0.1604037135839462,0.1217612028121948,5.187770765790236,6.804738277205376,0,0,-0.3950687982980767,0.08959209064202067,0.99738544,0.0016683057,0.0009462477,0,0.03644274616732695,LOW
